Gender,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn,HasStreaming
Male,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,No,28,Yes,Yes,No,One year,low,No,No
Female,Yes,Yes,19,Yes,No,No,Month-to-month,low,No,No
Male,Yes,No,66,Yes,Yes,DSL,Month-to-month,high,No,Yes
Female,Yes,Yes,17,Yes,Yes,DSL,One year,high,No,No
Male,Yes,Yes,52,Yes,Yes,No,Two year,low,No,No
Female,No,No,19,Yes,No,DSL,One year,low,No,Yes
Female,No,No,36,Yes,No,DSL,One year,high,No,Yes
Male,Yes,No,7,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Male,Yes,Yes,72,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,Yes,Yes,67,Yes,Yes,Fiber optic,One year,high,Yes,Yes
Male,No,No,34,Yes,No,Fiber optic,One year,high,No,Yes
Male,Yes,No,57,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,No,7,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,No,1,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,No,8,Yes,No,No,Month-to-month,low,No,No
Female,No,No,69,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,Yes,No,50,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,No,No,10,Yes,No,No,One year,low,No,No
Female,Yes,Yes,12,Yes,Yes,No,Two year,low,No,No
Female,No,No,14,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,No,70,No,No,DSL,Two year,low,No,Yes
Female,No,No,64,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,Yes,66,Yes,Yes,DSL,Two year,high,No,Yes
Female,Yes,Yes,71,Yes,No,DSL,Two year,high,No,Yes
Male,No,No,20,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,No,72,Yes,No,DSL,Two year,high,No,Yes
Female,Yes,Yes,71,Yes,No,DSL,Two year,high,No,No
Male,Yes,Yes,38,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,28,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,No,17,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Male,No,No,33,No,No,DSL,One year,low,No,Yes
Female,Yes,Yes,23,No,No,DSL,Two year,low,No,No
Male,Yes,Yes,58,Yes,No,No,One year,low,No,No
Female,Yes,No,70,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,Yes,No,4,Yes,No,Fiber optic,Month-to-month,high,No,No
Male,Yes,Yes,45,Yes,No,No,Two year,low,No,No
Male,No,No,10,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Male,Yes,Yes,36,Yes,No,No,Two year,low,No,No
Male,No,No,54,Yes,No,DSL,Month-to-month,high,No,Yes
Male,Yes,Yes,23,Yes,Yes,DSL,Two year,low,No,No
Female,Yes,Yes,41,Yes,Yes,DSL,One year,high,No,Yes
Male,No,No,5,Yes,No,Fiber optic,Month-to-month,high,No,No
Male,Yes,Yes,27,No,No,DSL,One year,low,No,Yes
Female,No,No,1,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,Yes,67,No,No,DSL,Two year,low,No,No
Female,Yes,Yes,72,Yes,Yes,DSL,Two year,high,No,Yes
Female,Yes,Yes,56,Yes,Yes,No,Two year,low,No,No
Male,Yes,Yes,44,Yes,Yes,No,One year,low,No,No
Female,Yes,No,66,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,34,Yes,Yes,DSL,One year,high,Yes,No
Female,Yes,No,69,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,Yes,Yes,1,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,40,Yes,No,No,Two year,low,No,No
Male,Yes,Yes,30,Yes,Yes,DSL,Month-to-month,low,No,No
Female,No,No,11,Yes,No,DSL,Month-to-month,high,No,Yes
Female,No,No,15,Yes,No,No,One year,low,No,No
Male,No,No,11,Yes,No,DSL,Month-to-month,high,No,Yes
Female,Yes,Yes,64,Yes,No,No,One year,low,No,No
Male,Yes,No,72,Yes,No,DSL,Two year,high,No,Yes
Male,Yes,No,72,Yes,Yes,Fiber optic,Two year,high,No,No
Female,No,Yes,1,Yes,No,DSL,Month-to-month,low,No,No
Female,No,Yes,15,Yes,No,DSL,One year,high,No,No
Female,No,No,60,Yes,Yes,DSL,One year,high,No,Yes
Male,No,No,56,Yes,No,DSL,One year,low,No,No
Female,No,No,8,Yes,No,No,Two year,low,No,No
Female,No,No,3,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Female,Yes,No,49,Yes,Yes,DSL,Month-to-month,low,No,No
Female,No,No,2,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,6,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,70,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,No,No,12,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,No,52,Yes,No,Fiber optic,One year,high,No,Yes
Female,Yes,No,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,No,No,40,Yes,No,No,Two year,low,No,No
Female,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Female,No,No,3,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,40,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,No,Yes,1,Yes,No,DSL,Month-to-month,low,No,No
Male,Yes,No,30,Yes,No,No,One year,low,No,No
Male,Yes,Yes,23,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,Yes,1,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Female,Yes,No,44,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,65,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,7,Yes,No,DSL,Month-to-month,low,No,No
Male,No,No,72,Yes,Yes,No,Two year,low,No,No
Female,No,No,8,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,16,Yes,Yes,DSL,Month-to-month,high,Yes,Yes
Male,Yes,Yes,66,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Male,No,Yes,3,Yes,No,DSL,Month-to-month,low,No,No
Male,Yes,No,53,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,No,8,Yes,No,DSL,Month-to-month,high,No,Yes
Male,Yes,No,69,Yes,Yes,Fiber optic,Two year,high,Yes,Yes
Female,No,No,5,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,Yes,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,Yes,No,13,No,No,DSL,Month-to-month,low,Yes,Yes
Female,No,No,4,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,54,Yes,Yes,DSL,Two year,high,No,Yes
Male,Yes,No,72,Yes,Yes,DSL,Two year,high,No,Yes
Male,No,No,12,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,1,No,No,DSL,Month-to-month,low,Yes,No
Male,No,No,1,Yes,No,DSL,Month-to-month,low,No,No
Female,Yes,No,54,Yes,Yes,Fiber optic,One year,high,Yes,Yes
Male,Yes,Yes,69,Yes,Yes,Fiber optic,Two year,high,No,No
Female,No,No,48,Yes,No,DSL,Two year,low,No,No
Female,Yes,Yes,48,Yes,Yes,Fiber optic,One year,high,Yes,Yes
Female,Yes,No,8,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,Yes,71,Yes,Yes,DSL,Two year,high,No,Yes
Male,No,No,2,Yes,No,DSL,Month-to-month,low,Yes,No
Male,Yes,No,67,Yes,No,Fiber optic,One year,high,No,Yes
Male,Yes,Yes,34,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,3,Yes,No,Fiber optic,Month-to-month,high,No,No
Female,Yes,Yes,9,Yes,No,DSL,One year,high,No,Yes
Male,Yes,Yes,71,Yes,No,Fiber optic,One year,high,No,Yes
Male,No,No,57,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,No,No,72,No,No,DSL,Two year,high,No,Yes
Female,Yes,Yes,48,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,18,Yes,No,No,One year,low,No,No
Male,Yes,Yes,43,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,Yes,Yes,72,Yes,Yes,DSL,Two year,high,No,Yes
Male,Yes,Yes,35,Yes,Yes,DSL,One year,high,No,Yes
Male,No,No,4,Yes,No,No,Month-to-month,low,No,No
Female,Yes,Yes,49,Yes,Yes,No,Two year,low,No,No
Female,Yes,Yes,71,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,Yes,Yes,11,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,Yes,63,Yes,Yes,DSL,Two year,high,No,Yes
Female,No,No,65,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,Yes,49,Yes,No,No,Two year,low,No,No
Female,No,No,29,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,No,15,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Female,Yes,Yes,4,Yes,No,No,Month-to-month,low,No,No
Female,Yes,No,72,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,Yes,No,26,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,No,35,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,57,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,Yes,Yes,28,Yes,Yes,DSL,Month-to-month,high,No,Yes
Female,Yes,No,25,Yes,Yes,No,One year,low,No,No
Female,Yes,No,47,Yes,No,DSL,One year,high,No,Yes
Female,Yes,Yes,57,Yes,Yes,DSL,Month-to-month,high,No,No
Male,Yes,No,16,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,5,Yes,No,DSL,Month-to-month,low,No,No
Male,Yes,No,17,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Female,No,No,56,Yes,Yes,Fiber optic,One year,high,Yes,Yes
Male,Yes,Yes,72,Yes,No,No,Two year,low,No,No
Female,No,No,21,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,48,No,No,DSL,One year,low,No,Yes
Female,Yes,No,68,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,No,No,30,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,No,3,Yes,No,DSL,Month-to-month,low,No,No
Female,No,No,14,No,No,DSL,Two year,low,No,No
Female,No,Yes,4,Yes,No,No,Month-to-month,low,No,No
Female,Yes,Yes,71,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,Yes,Yes,8,Yes,Yes,No,One year,low,No,No
Male,Yes,Yes,61,No,No,DSL,Month-to-month,low,No,No
Male,Yes,Yes,72,Yes,Yes,Fiber optic,Two year,high,No,No
Female,No,No,5,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,49,Yes,No,DSL,Two year,high,No,No
Male,No,No,8,Yes,No,No,Month-to-month,low,No,No
Male,No,No,3,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,Yes,9,Yes,No,No,Two year,low,No,No
Male,Yes,Yes,67,Yes,No,DSL,Two year,low,No,No
Male,No,No,46,Yes,No,DSL,Month-to-month,low,No,No
Female,Yes,No,67,Yes,Yes,DSL,One year,high,No,Yes
Female,Yes,No,55,Yes,No,No,One year,low,No,No
Male,Yes,No,33,Yes,Yes,DSL,Month-to-month,high,No,Yes
Male,Yes,Yes,62,Yes,No,No,Two year,low,No,No
Female,No,Yes,1,Yes,No,DSL,Month-to-month,low,Yes,No
Male,Yes,Yes,49,No,No,DSL,Month-to-month,low,No,Yes
Male,No,No,1,Yes,No,DSL,Month-to-month,low,No,No
Male,Yes,No,14,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Male,No,No,18,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Female,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,No,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,No,No,64,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,Yes,No,69,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,No,No,1,Yes,Yes,No,Month-to-month,low,No,No
Male,Yes,Yes,71,Yes,Yes,DSL,Two year,high,No,Yes
Female,Yes,Yes,66,Yes,No,DSL,One year,low,No,No
Male,No,No,2,Yes,No,No,Month-to-month,low,No,No
Female,Yes,No,71,Yes,No,Fiber optic,Two year,high,No,Yes
Male,No,No,11,Yes,No,DSL,One year,high,No,Yes
Male,No,Yes,47,Yes,No,DSL,Month-to-month,low,No,No
Female,Yes,No,35,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Male,Yes,No,32,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,Yes,60,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,11,Yes,No,No,One year,low,No,No
Female,No,No,29,No,No,DSL,One year,low,No,No
Male,Yes,Yes,21,No,No,DSL,Month-to-month,low,No,No
Male,Yes,No,48,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,Yes,3,No,No,DSL,Month-to-month,low,No,No
Female,Yes,Yes,43,Yes,No,DSL,Month-to-month,low,No,No
Male,No,No,5,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,1,Yes,No,DSL,Month-to-month,low,No,Yes
Male,Yes,Yes,71,Yes,Yes,DSL,One year,high,No,Yes
Female,Yes,Yes,8,Yes,No,No,One year,low,No,No
Male,No,No,8,Yes,Yes,DSL,Month-to-month,low,No,Yes
Male,No,No,20,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,Yes,33,Yes,Yes,Fiber optic,One year,high,Yes,Yes
Male,No,No,71,Yes,Yes,Fiber optic,One year,high,No,No
Female,Yes,No,31,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,Yes,No,38,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,2,No,No,DSL,Month-to-month,low,No,No
Female,Yes,No,12,No,No,DSL,Month-to-month,low,No,Yes
Female,No,Yes,9,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,No,Yes,11,Yes,No,DSL,Month-to-month,low,No,No
Male,No,Yes,6,Yes,No,No,Month-to-month,low,No,No
Female,Yes,No,71,Yes,No,DSL,One year,high,No,Yes
Female,Yes,Yes,42,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,Yes,Yes,8,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,5,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,No,2,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Female,Yes,Yes,45,Yes,No,No,Two year,low,No,No
Male,Yes,Yes,28,No,No,DSL,One year,low,No,Yes
Female,Yes,No,43,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Male,No,Yes,60,Yes,Yes,DSL,Two year,high,No,Yes
Female,Yes,No,42,No,No,DSL,One year,low,Yes,No
Male,Yes,Yes,7,No,No,DSL,Two year,low,No,Yes
Female,Yes,No,25,Yes,No,No,One year,low,No,No
Female,Yes,Yes,40,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,27,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,No,No,10,No,No,DSL,Month-to-month,low,No,No
Female,No,No,27,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Female,No,No,11,Yes,No,DSL,One year,low,No,No
Male,Yes,Yes,4,No,No,DSL,Month-to-month,low,No,Yes
Male,No,No,68,No,No,DSL,Month-to-month,low,No,Yes
Male,No,No,1,Yes,No,Fiber optic,Month-to-month,high,No,No
Female,No,No,18,Yes,No,No,One year,low,No,No
Female,No,No,57,Yes,Yes,Fiber optic,Two year,high,Yes,Yes
Male,No,No,26,Yes,No,No,Month-to-month,low,No,No
Female,Yes,No,17,No,No,DSL,Month-to-month,low,No,No
Male,No,No,1,No,No,DSL,Month-to-month,low,Yes,Yes
Male,No,Yes,38,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,No,59,Yes,No,Fiber optic,One year,high,No,No
Male,No,No,30,Yes,No,DSL,Two year,low,No,No
Male,No,No,2,No,No,DSL,Month-to-month,low,Yes,No
Female,Yes,No,50,Yes,Yes,No,One year,low,No,No
Male,No,No,9,No,No,DSL,One year,low,No,Yes
Female,Yes,Yes,3,Yes,No,No,Month-to-month,low,No,No
Female,No,Yes,14,Yes,No,DSL,Month-to-month,low,No,Yes
Female,No,No,31,Yes,No,Fiber optic,Month-to-month,high,No,No
Female,No,No,7,Yes,No,DSL,Month-to-month,high,No,No
Female,No,No,8,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,Yes,17,Yes,No,No,One year,low,No,No
Male,Yes,Yes,32,Yes,No,No,Month-to-month,low,No,No
Female,No,No,2,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,7,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,No,No,31,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,27,Yes,No,Fiber optic,Month-to-month,high,No,No
Female,No,No,18,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,7,Yes,No,Fiber optic,Month-to-month,high,No,No
Female,No,No,14,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,Yes,11,Yes,No,DSL,Month-to-month,low,No,Yes
Female,Yes,Yes,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,Yes,Yes,28,Yes,Yes,Fiber optic,One year,high,Yes,Yes
Male,No,No,15,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Female,No,No,4,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Female,No,No,71,Yes,Yes,No,Two year,low,No,No
Female,No,No,5,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,Yes,47,Yes,Yes,No,Two year,low,No,No
Male,Yes,No,57,Yes,No,Fiber optic,One year,high,No,Yes
Male,Yes,No,50,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,No,No,8,Yes,No,No,Month-to-month,low,No,No
Female,Yes,Yes,48,Yes,No,No,Two year,low,No,No
Female,No,No,70,Yes,No,No,One year,low,No,No
Male,No,Yes,1,Yes,No,DSL,Month-to-month,high,No,Yes
Male,Yes,No,8,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,1,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Male,No,No,1,No,No,DSL,Month-to-month,low,Yes,Yes
Male,Yes,Yes,60,Yes,No,No,Two year,low,No,No
Male,Yes,Yes,49,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,Yes,No,4,No,No,DSL,Month-to-month,low,Yes,Yes
Female,No,No,29,Yes,No,No,One year,low,No,No
Female,Yes,No,67,Yes,Yes,No,Two year,low,No,No
Female,Yes,No,53,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,No,67,Yes,Yes,DSL,Two year,high,No,No
Female,Yes,Yes,6,Yes,No,No,Month-to-month,low,No,No
Female,No,No,47,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,53,Yes,No,Fiber optic,Two year,high,No,Yes
Male,Yes,No,69,Yes,No,DSL,Two year,high,No,Yes
Male,No,No,3,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,4,Yes,No,DSL,Month-to-month,low,No,No
Male,Yes,Yes,56,Yes,Yes,DSL,Two year,high,No,Yes
Male,Yes,No,59,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,No,61,Yes,Yes,No,Two year,low,No,No
Female,Yes,No,2,Yes,No,DSL,Month-to-month,low,No,No
Male,Yes,Yes,46,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,Yes,12,Yes,No,No,Month-to-month,low,No,No
Female,No,No,14,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Female,Yes,Yes,28,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,No,No,24,Yes,No,DSL,Month-to-month,high,No,No
Male,No,No,31,Yes,No,DSL,Month-to-month,low,Yes,No
Female,Yes,Yes,68,Yes,Yes,DSL,One year,high,No,Yes
Male,No,Yes,39,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,Yes,No,42,Yes,No,No,Month-to-month,low,No,No
Male,Yes,No,13,No,No,DSL,Month-to-month,low,Yes,Yes
Female,Yes,No,6,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,35,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Female,Yes,No,38,Yes,No,No,One year,low,No,No
Male,No,No,18,Yes,No,No,Two year,low,No,No
Female,Yes,No,4,Yes,No,No,Month-to-month,low,No,No
Male,Yes,No,27,Yes,No,DSL,Month-to-month,low,No,No
Male,No,Yes,41,Yes,No,DSL,One year,high,No,Yes
Male,Yes,Yes,50,Yes,No,DSL,One year,high,No,Yes
Male,Yes,Yes,72,Yes,No,No,Two year,low,No,No
Female,No,No,70,Yes,Yes,No,One year,low,No,No
Male,Yes,Yes,44,Yes,No,No,One year,low,No,No
Male,No,No,2,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Female,Yes,Yes,34,Yes,No,No,One year,low,No,No
Female,Yes,No,72,Yes,Yes,No,Two year,low,No,No
Male,Yes,No,71,Yes,Yes,No,Two year,low,No,No
Female,No,No,64,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,Yes,No,72,Yes,Yes,No,Two year,low,No,No
Male,No,No,1,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Male,Yes,No,29,Yes,No,Fiber optic,One year,high,No,Yes
Female,Yes,No,23,Yes,No,DSL,One year,high,No,Yes
Male,Yes,Yes,52,Yes,No,No,Two year,low,No,No
Female,No,No,25,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,64,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,No,No,16,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Male,No,No,24,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,No,2,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,Yes,34,Yes,No,DSL,Two year,high,No,Yes
Male,Yes,No,36,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,Yes,53,Yes,Yes,DSL,One year,high,No,Yes
Female,Yes,Yes,47,Yes,No,No,Two year,low,No,No
Male,No,Yes,72,Yes,No,No,Two year,low,No,No
Male,Yes,Yes,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,No,No,1,Yes,No,No,Month-to-month,low,Yes,No
Female,No,No,9,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,8,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,45,Yes,No,DSL,One year,high,Yes,Yes
Female,No,No,7,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,No,71,Yes,Yes,No,Two year,low,No,No
Female,No,No,41,Yes,No,Fiber optic,One year,high,No,Yes
Male,Yes,Yes,67,No,No,DSL,Two year,low,No,Yes
Male,Yes,No,69,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,Yes,No,70,Yes,Yes,DSL,Two year,high,No,Yes
Male,No,No,25,Yes,Yes,No,One year,low,Yes,No
Male,No,No,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,Yes,Yes,34,No,No,DSL,Two year,low,No,Yes
Female,Yes,Yes,65,Yes,Yes,No,Two year,low,No,No
Female,No,No,70,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,Yes,Yes,72,No,No,DSL,Two year,low,No,Yes
Male,No,Yes,35,Yes,No,DSL,One year,high,No,Yes
Male,No,No,13,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,No,12,Yes,Yes,DSL,One year,high,No,Yes
Female,Yes,Yes,62,Yes,No,DSL,One year,high,No,Yes
Female,No,No,25,Yes,No,DSL,Month-to-month,high,No,Yes
Female,No,No,52,No,No,DSL,Two year,low,No,No
Male,No,No,8,Yes,No,Fiber optic,Month-to-month,high,No,No
Male,No,No,2,Yes,No,No,Month-to-month,low,No,No
Female,Yes,Yes,56,Yes,No,No,Two year,low,No,No
Female,No,No,12,Yes,No,No,Month-to-month,low,No,No
Female,Yes,No,47,Yes,Yes,No,One year,low,No,No
Male,No,No,2,Yes,No,No,Month-to-month,low,No,No
Female,No,No,18,Yes,No,DSL,Month-to-month,low,No,No
Female,No,No,8,Yes,No,DSL,Month-to-month,low,No,Yes
Male,Yes,No,45,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Male,No,No,3,Yes,No,DSL,Month-to-month,low,No,No
Female,No,No,38,Yes,No,No,One year,low,No,No
Male,Yes,No,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,No,No,46,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,71,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,Yes,Yes,66,No,No,DSL,Two year,low,No,Yes
Male,No,No,25,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,18,Yes,Yes,DSL,One year,high,Yes,Yes
Female,Yes,Yes,13,Yes,Yes,No,Two year,low,No,No
Female,Yes,Yes,65,Yes,Yes,DSL,Two year,high,No,Yes
Male,Yes,No,60,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,Yes,15,Yes,No,No,Two year,low,No,No
Female,Yes,No,72,Yes,Yes,No,Two year,low,No,No
Male,Yes,No,30,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,42,Yes,No,Fiber optic,Two year,high,No,Yes
Female,Yes,No,71,Yes,Yes,No,Two year,low,No,No
Female,No,No,1,Yes,No,DSL,Month-to-month,low,Yes,Yes
Male,No,No,39,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,35,Yes,No,No,Month-to-month,low,No,No
Female,Yes,Yes,53,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,1,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,31,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,48,Yes,No,No,Two year,low,No,No
Female,No,Yes,30,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,10,Yes,No,No,Month-to-month,low,No,No
Female,No,Yes,12,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,57,Yes,No,DSL,Two year,high,No,Yes
Female,Yes,No,58,Yes,No,DSL,Month-to-month,high,No,Yes
Female,No,No,37,Yes,No,No,Two year,low,No,No
Female,Yes,Yes,44,Yes,No,No,Month-to-month,low,No,No
Male,No,Yes,27,Yes,No,No,One year,low,No,No
Female,No,No,8,Yes,No,DSL,Month-to-month,low,No,No
